[DateTime], [Close]
2011/12/13,0.25
2012/1/25,0.25
2012/2/29,0.25
2012/3/13,0.25
2012/4/25,0.25
2012/5/31,0.25
2012/6/20,0.25
2012/7/31,0.25
2012/8/1,0.25
2012/9/13,0.25
2012/10/24,0.25
2012/11/30,0.25
2012/12/12,0.25
2013/1/30,0.25
2013/2/28,0.25
2013/3/20,0.25
2013/4/30,0.25
2013/5/1,0.25
2013/6/19,0.25
2013/7/31,0.25
2013/8/31,0.25
2013/9/18,0.25
2013/10/30,0.25
2013/11/30,0.25
2013/12/18,0.25
2014/1/29,0.25
2014/2/28,0.25
2014/3/19,0.25
2014/4/30,0.25
2014/5/31,0.25
2014/6/18,0.25
2014/7/30,0.25
2014/8/31,0.25
2014/9/17,0.25
2014/10/29,0.25
2014/12/17,0.25
2015/1/28,0.25
2015/2/28,0.25
2015/3/18,0.25
2015/4/29,0.25
2015/5/31,0.25
2015/6/17,0.25
2015/7/29,0.25
2015/8/31,0.25
2015/9/17,0.25
2015/10/28,0.25
2015/11/30,0.25
2015/12/16,0.5
2016/1/27,0.5
2016/2/29,0.5
