[DateTime], [Close]
2012/1/31,-1490.67
2012/2/29,25.89
2012/3/31,-81.83
2012/4/30,-518.42
2012/5/31,-907.93
2012/6/30,56.08
2012/7/31,-528.55
2012/8/31,-768.43
2012/9/30,-568.19
2012/10/31,-556.19
2012/11/30,-957.04
2012/12/31,-645.74
2013/1/31,-1633.11
2013/2/28,-773.32
2013/3/31,-356.89
2013/4/30,-877.36
2013/5/31,-991.32
2013/6/30,-180.52
2013/7/31,-1032.45
2013/8/31,-971.4
2013/9/30,-943.24
2013/10/31,-1100.42
2013/11/30,-1301.09
2013/12/31,-1307.16
2014/1/31,-2795.04
2014/2/28,-806.13
2014/3/31,-1450.14
2014/4/30,-825.53
2014/5/31,-917.22
2014/6/30,-834.06
2014/7/31,-966.54
2014/8/31,-953.22
2014/9/30,-961.98
2014/10/31,-741.8
2014/11/30,-898.8
2014/12/31,-665.6
2015/1/31,-1173.79
2015/2/28,-428.47
2015/3/31,222.66
2015/4/30,-59.26
2015/5/31,-220.55
2015/6/30,-74.42
2015/7/31,-270.49
2015/8/31,-569.66
2015/9/30,-114.48
2015/10/31,111.466
2015/11/30,-379.72
2015/12/31,140.2
2016/1/31,-645.94
